,same_affordance_type,same_data_type,same_enum,same_properties,weak_equal,strong_equal,src_affordance_type,src_attribute_type,dest_affordance_type,dest_attribute_type
1201,True,True,True,True,True,True,action,null,action,null
1202,True,True,True,True,True,True,action,null,action,null
1203,True,True,True,True,True,True,action,null,action,null
1204,True,True,True,True,True,True,action,null,action,null
1205,True,True,True,True,True,True,property,boolean,property,boolean
1206,True,True,True,True,True,True,property,boolean,property,boolean
1207,True,True,True,True,True,True,property,boolean,property,boolean
1208,True,True,True,True,True,True,property,boolean,property,boolean
1209,True,True,True,True,True,True,property,boolean,property,boolean
1210,True,True,True,True,True,True,property,string,property,string
1211,True,True,True,True,True,True,property,string,property,string
1212,True,True,True,True,True,True,property,string,property,string
1213,True,True,True,True,True,True,property,string,property,string
1214,True,True,True,True,True,True,property,string,property,string
1215,True,True,True,True,True,True,action,null,action,null
1216,True,True,True,True,True,True,action,null,action,null
1217,True,True,True,True,True,True,action,null,action,null
1218,True,True,True,True,True,True,action,null,action,null
1219,True,True,True,True,True,True,action,null,action,null
1220,True,True,True,True,True,True,action,null,action,null
1221,True,True,True,True,True,True,action,null,action,null
1222,True,True,True,True,True,True,action,null,action,null
1223,True,True,True,True,True,True,action,null,action,null
1224,True,True,True,True,True,True,action,null,action,null
1225,True,True,True,True,True,True,action,null,action,null
1226,True,True,True,True,True,True,action,null,action,null
1227,True,True,True,True,True,True,action,null,action,null
1228,True,True,True,True,True,True,action,null,action,null
1229,True,True,True,True,True,True,action,null,action,null
1230,True,True,True,True,True,True,action,null,action,null
1231,True,True,True,True,True,True,action,null,action,null
1232,True,True,True,True,True,True,action,null,action,null
1233,True,True,True,True,True,True,action,null,action,null
1234,True,True,True,True,True,True,action,null,action,null
1235,True,True,True,True,True,True,property,boolean,property,boolean
1236,True,True,True,True,True,True,property,boolean,property,boolean
1237,True,True,True,True,True,True,property,boolean,property,boolean
1238,True,True,True,True,True,True,property,boolean,property,boolean
1239,True,True,True,True,True,True,property,boolean,property,boolean
1240,True,True,True,True,True,True,action,null,action,null
1241,True,True,True,True,True,True,action,null,action,null
1242,True,True,True,True,True,True,action,null,action,null
1243,True,True,True,True,True,True,action,null,action,null
1244,True,True,True,True,True,True,action,null,action,null
1245,True,True,True,True,True,True,action,null,action,null
1246,True,True,True,True,True,True,action,null,action,null
1247,True,True,True,True,True,True,action,null,action,null
1248,True,True,True,True,True,True,action,null,action,null
1249,True,True,True,True,True,True,action,null,action,null
1250,True,True,True,True,True,True,action,null,action,null
1251,True,True,True,True,True,True,action,null,action,null
1252,True,True,True,True,True,True,action,null,action,null
1253,True,True,True,True,True,True,action,null,action,null
1254,True,True,True,True,True,True,action,null,action,null
1255,True,True,True,True,True,True,action,null,action,null
1256,True,True,True,True,True,True,action,null,action,null
1257,True,True,True,True,True,True,action,null,action,null
1258,True,True,True,True,True,True,action,null,action,null
1259,True,True,True,True,True,True,action,null,action,null
1260,True,True,True,True,True,True,action,null,action,null
1261,True,True,True,True,True,True,action,null,action,null
1262,True,True,True,True,True,True,action,null,action,null
1263,True,True,True,True,True,True,action,null,action,null
1264,True,True,True,True,True,True,action,null,action,null
1265,True,True,True,True,True,True,property,boolean,property,boolean
1266,True,True,True,True,True,True,property,boolean,property,boolean
1267,True,True,True,True,True,True,property,boolean,property,boolean
1268,True,True,True,True,True,True,property,boolean,property,boolean
1269,True,True,True,True,True,True,property,boolean,property,boolean
1270,True,True,True,True,True,True,property,integer,property,integer
1271,True,True,True,True,True,True,property,integer,property,integer
1272,True,True,True,True,True,True,property,integer,property,integer
1273,True,True,True,True,True,True,property,integer,property,integer
1274,True,True,True,True,True,True,property,integer,property,integer
1275,True,True,True,True,True,True,action,null,action,null
1276,True,True,True,True,True,True,action,null,action,null
1277,True,True,True,True,True,True,action,null,action,null
1278,True,True,True,True,True,True,action,null,action,null
1279,True,True,True,True,True,True,action,null,action,null
1280,True,True,True,True,True,True,action,null,action,null
1281,True,True,True,True,True,True,action,null,action,null
1282,True,True,True,True,True,True,action,null,action,null
1283,True,True,True,True,True,True,action,null,action,null
1284,True,True,True,True,True,True,action,null,action,null
1285,True,True,True,True,True,True,action,null,action,null
1286,True,True,True,True,True,True,action,null,action,null
1287,True,True,True,True,True,True,action,null,action,null
1288,True,True,True,True,True,True,action,null,action,null
1289,True,True,True,True,True,True,action,null,action,null
1290,True,True,True,True,True,True,property,integer,property,integer
1291,True,True,True,True,True,True,property,integer,property,integer
1292,True,True,True,True,True,True,property,integer,property,integer
1293,True,True,True,True,True,True,property,integer,property,integer
1294,True,True,True,True,True,True,property,integer,property,integer
1295,True,True,True,True,True,True,property,boolean,property,boolean
1296,True,True,True,True,True,True,property,boolean,property,boolean
1297,True,True,True,True,True,True,property,boolean,property,boolean
1298,True,True,True,True,True,True,property,boolean,property,boolean
1299,True,True,True,True,True,True,property,boolean,property,boolean
1300,True,True,True,True,True,True,action,null,action,null
1301,True,True,True,True,True,True,action,null,action,null
1302,True,True,True,True,True,True,action,null,action,null
1303,True,True,True,True,True,True,action,null,action,null
1304,True,True,True,True,True,True,action,null,action,null
1305,True,True,True,True,True,True,action,null,action,null
1306,True,True,True,True,True,True,action,null,action,null
1307,True,True,True,True,True,True,action,null,action,null
1308,True,True,True,True,True,True,action,null,action,null
1309,True,True,True,True,True,True,action,null,action,null
1310,True,True,True,True,True,True,action,null,action,null
1311,True,True,True,True,True,True,action,null,action,null
1312,True,True,True,True,True,True,action,null,action,null
1313,True,True,True,True,True,True,action,null,action,null
1314,True,True,True,True,True,True,action,null,action,null
1315,True,True,True,True,True,True,action,null,action,null
1316,True,True,True,True,True,True,action,null,action,null
1317,True,True,True,True,True,True,action,null,action,null
1318,True,True,True,True,True,True,action,null,action,null
1319,True,True,True,True,True,True,action,null,action,null
1320,True,True,True,True,True,True,property,boolean,property,boolean
1321,True,True,True,True,True,True,property,boolean,property,boolean
1322,True,True,True,True,True,True,property,boolean,property,boolean
1323,True,True,True,True,True,True,property,boolean,property,boolean
1324,True,True,True,True,True,True,property,boolean,property,boolean
1325,True,True,True,True,True,True,action,null,action,null
1326,True,True,True,True,True,True,action,null,action,null
1327,True,True,True,True,True,True,action,null,action,null
1328,True,True,True,True,True,True,action,null,action,null
1329,True,True,True,True,True,True,action,null,action,null
1330,False,True,True,True,True,False,action,null,event,null
1331,False,True,True,True,True,False,action,null,event,null
1332,False,True,True,True,True,False,action,null,event,null
1333,False,True,True,True,True,False,action,null,event,null
1334,False,True,True,True,True,False,action,null,event,null
1335,True,True,True,True,True,True,property,string,property,string
1336,True,True,True,True,True,True,property,string,property,string
1337,True,True,True,True,True,True,property,string,property,string
1338,True,True,True,True,True,True,property,string,property,string
1339,True,True,True,True,True,True,property,string,property,string
1340,True,True,True,True,True,True,property,string,property,string
1341,True,True,True,True,True,True,property,string,property,string
1342,True,True,True,True,True,True,property,string,property,string
1343,True,True,True,True,True,True,property,string,property,string
1344,True,True,True,True,True,True,property,string,property,string
1345,True,True,True,True,True,True,action,null,action,null
1346,True,True,True,True,True,True,action,null,action,null
1347,True,True,True,True,True,True,action,null,action,null
1348,True,True,True,True,True,True,action,null,action,null
1349,True,True,True,True,True,True,action,null,action,null
1350,True,True,True,True,True,True,action,null,action,null
1351,True,True,True,True,True,True,action,null,action,null
1352,True,True,True,True,True,True,action,null,action,null
1353,True,True,True,True,True,True,action,null,action,null
1354,True,True,True,True,True,True,action,null,action,null
1355,True,True,True,True,True,True,action,null,action,null
1356,True,True,True,True,True,True,action,null,action,null
1357,True,True,True,True,True,True,action,null,action,null
1358,True,True,True,True,True,True,action,null,action,null
1359,True,True,True,True,True,True,action,null,action,null
1360,True,True,True,True,True,True,property,boolean,property,boolean
1361,True,True,True,True,True,True,property,boolean,property,boolean
1362,True,True,True,True,True,True,property,boolean,property,boolean
1363,True,True,True,True,True,True,property,boolean,property,boolean
1364,True,True,True,True,True,True,property,boolean,property,boolean
1365,True,True,True,True,True,True,property,boolean,property,boolean
1366,True,True,True,True,True,True,property,boolean,property,boolean
1367,True,True,True,True,True,True,property,boolean,property,boolean
1368,True,True,True,True,True,True,property,boolean,property,boolean
1369,True,True,True,True,True,True,property,boolean,property,boolean
1370,True,True,True,True,True,True,property,boolean,property,boolean
1371,True,True,True,True,True,True,property,boolean,property,boolean
1372,True,True,True,True,True,True,property,boolean,property,boolean
1373,True,True,True,True,True,True,property,boolean,property,boolean
1374,True,True,True,True,True,True,property,boolean,property,boolean
1375,True,True,True,True,True,True,property,integer,property,integer
1376,True,True,True,True,True,True,property,integer,property,integer
1377,True,True,True,True,True,True,property,integer,property,integer
1378,True,True,True,True,True,True,property,integer,property,integer
1379,True,True,True,True,True,True,property,integer,property,integer
1380,True,True,True,True,True,True,action,null,action,null
1381,True,True,True,True,True,True,action,null,action,null
1382,True,True,True,True,True,True,action,null,action,null
1383,True,True,True,True,True,True,action,null,action,null
1384,True,True,True,True,True,True,action,null,action,null
1385,True,True,True,True,True,True,action,null,action,null
1386,True,True,True,True,True,True,action,null,action,null
1387,True,True,True,True,True,True,action,null,action,null
1388,True,True,True,True,True,True,action,null,action,null
1389,True,True,True,True,True,True,action,null,action,null
1390,True,True,True,True,True,True,action,null,action,null
1391,True,True,True,True,True,True,action,null,action,null
1392,True,True,True,True,True,True,action,null,action,null
1393,True,True,True,True,True,True,action,null,action,null
1394,True,True,True,True,True,True,action,null,action,null
1395,True,True,True,True,True,True,action,null,action,null
1396,True,True,True,True,True,True,action,null,action,null
1397,True,True,True,True,True,True,action,null,action,null
1398,True,True,True,True,True,True,action,null,action,null
1399,True,True,True,True,True,True,action,null,action,null
1400,True,True,True,True,True,True,action,null,action,null
1401,True,True,True,True,True,True,action,null,action,null
1402,True,True,True,True,True,True,action,null,action,null
1403,True,True,True,True,True,True,action,null,action,null
1404,True,True,True,True,True,True,action,null,action,null
1405,True,True,True,True,True,True,action,null,action,null
1406,True,True,True,True,True,True,action,null,action,null
1407,True,True,True,True,True,True,action,null,action,null
1408,True,True,True,True,True,True,action,null,action,null
1409,True,True,True,True,True,True,action,null,action,null
1410,True,True,True,True,True,True,action,null,action,null
1411,True,True,True,True,True,True,action,null,action,null
1412,True,True,True,True,True,True,action,null,action,null
1413,True,True,True,True,True,True,action,null,action,null
1414,True,True,True,True,True,True,action,null,action,null
1415,True,True,True,True,True,True,action,null,action,null
1416,True,True,True,True,True,True,action,null,action,null
1417,True,True,True,True,True,True,action,null,action,null
1418,True,True,True,True,True,True,action,null,action,null
1419,True,True,True,True,True,True,action,null,action,null
1420,True,True,True,True,True,True,property,boolean,property,boolean
1421,True,True,True,True,True,True,property,boolean,property,boolean
1422,True,True,True,True,True,True,property,boolean,property,boolean
1423,True,True,True,True,True,True,property,boolean,property,boolean
1424,True,True,True,True,True,True,property,boolean,property,boolean
1425,True,True,True,True,True,True,property,boolean,property,boolean
1426,True,True,True,True,True,True,property,boolean,property,boolean
1427,True,True,True,True,True,True,property,boolean,property,boolean
1428,True,True,True,True,True,True,property,boolean,property,boolean
1429,True,True,True,True,True,True,property,boolean,property,boolean
1430,True,True,True,True,True,True,property,integer,property,integer
1431,True,True,True,True,True,True,property,integer,property,integer
1432,True,True,True,True,True,True,property,integer,property,integer
1433,True,True,True,True,True,True,property,integer,property,integer
1434,True,True,True,True,True,True,property,integer,property,integer
1435,True,True,True,True,True,True,property,string,property,string
1436,True,True,True,True,True,True,property,string,property,string
1437,True,True,True,True,True,True,property,string,property,string
1438,True,True,True,True,True,True,property,string,property,string
1439,True,True,True,True,True,True,property,string,property,string
1440,True,True,True,True,True,True,action,null,action,null
1441,True,True,True,True,True,True,action,null,action,null
1442,True,True,True,True,True,True,action,null,action,null
1443,True,True,True,True,True,True,action,null,action,null
1444,True,True,True,True,True,True,action,null,action,null
1445,True,True,True,True,True,True,action,null,action,null
1446,True,True,True,True,True,True,action,null,action,null
1447,True,True,True,True,True,True,action,null,action,null
1448,True,True,True,True,True,True,action,null,action,null
1449,True,True,True,True,True,True,action,null,action,null
1450,True,True,True,True,True,True,action,null,action,null
1451,True,True,True,True,True,True,action,null,action,null
1452,True,True,True,True,True,True,action,null,action,null
1453,True,True,True,True,True,True,action,null,action,null
1454,True,True,True,True,True,True,action,null,action,null
1455,True,True,True,True,True,True,action,null,action,null
1456,True,True,True,True,True,True,action,null,action,null
1457,True,True,True,True,True,True,action,null,action,null
1458,True,True,True,True,True,True,action,null,action,null
1459,True,True,True,True,True,True,action,null,action,null
1460,True,True,True,True,True,True,action,integer,action,integer
1461,True,True,True,True,True,True,action,integer,action,integer
1462,True,True,True,True,True,True,action,integer,action,integer
1463,True,True,True,True,True,True,action,integer,action,integer
1464,True,True,True,True,True,True,action,integer,action,integer
1465,True,True,True,True,True,True,property,boolean,property,boolean
1466,True,True,True,True,True,True,property,boolean,property,boolean
1467,True,True,True,True,True,True,property,boolean,property,boolean
1468,True,True,True,True,True,True,property,boolean,property,boolean
1469,True,True,True,True,True,True,property,boolean,property,boolean
1470,True,True,True,True,True,True,property,boolean,property,boolean
1471,True,True,True,True,True,True,property,boolean,property,boolean
1472,True,True,True,True,True,True,property,boolean,property,boolean
1473,True,True,True,True,True,True,property,boolean,property,boolean
1474,True,True,True,True,True,True,property,boolean,property,boolean
1475,True,True,True,True,True,True,action,null,action,null
1476,True,True,True,True,True,True,action,null,action,null
1477,True,True,True,True,True,True,action,null,action,null
1478,True,True,True,True,True,True,action,null,action,null
1479,True,True,True,True,True,True,action,null,action,null
1480,True,True,True,True,True,True,action,null,action,null
1481,True,True,True,True,True,True,action,null,action,null
1482,True,True,True,True,True,True,action,null,action,null
1483,True,True,True,True,True,True,action,null,action,null
1484,True,True,True,True,True,True,action,null,action,null
1485,True,True,True,True,True,True,action,null,action,null
1486,True,True,True,True,True,True,action,null,action,null
1487,True,True,True,True,True,True,action,null,action,null
1488,True,True,True,True,True,True,action,null,action,null
1489,True,True,True,True,True,True,action,null,action,null
1490,True,True,True,True,True,True,action,null,action,null
1491,True,True,True,True,True,True,action,null,action,null
1492,True,True,True,True,True,True,action,null,action,null
1493,True,True,True,True,True,True,action,null,action,null
1494,True,True,True,True,True,True,action,null,action,null
1495,True,True,True,True,True,True,property,boolean,property,boolean
1496,True,True,True,True,True,True,property,boolean,property,boolean
1497,True,True,True,True,True,True,property,boolean,property,boolean
1498,True,True,True,True,True,True,property,boolean,property,boolean
1499,True,True,True,True,True,True,property,boolean,property,boolean
1500,True,True,True,True,True,True,property,boolean,property,boolean
1501,True,True,True,True,True,True,property,boolean,property,boolean
1502,True,True,True,True,True,True,property,boolean,property,boolean
1503,True,True,True,True,True,True,property,boolean,property,boolean
1504,True,True,True,True,True,True,property,boolean,property,boolean
1505,True,True,True,True,True,True,property,integer,property,integer
1506,True,True,True,True,True,True,property,integer,property,integer
1507,True,True,True,True,True,True,property,integer,property,integer
1508,True,True,True,True,True,True,property,integer,property,integer
1509,True,True,True,True,True,True,property,integer,property,integer
1510,True,True,True,True,True,True,property,integer,property,integer
1511,True,True,True,True,True,True,property,integer,property,integer
1512,True,True,True,True,True,True,property,integer,property,integer
1513,True,True,True,True,True,True,property,integer,property,integer
1514,True,True,True,True,True,True,property,integer,property,integer
1515,True,True,True,True,True,True,action,null,action,null
1516,True,True,True,True,True,True,action,null,action,null
1517,True,True,True,True,True,True,action,null,action,null
1518,True,True,True,True,True,True,action,null,action,null
1519,True,True,True,True,True,True,action,null,action,null
1520,True,True,True,True,True,True,action,null,action,null
1521,True,True,True,True,True,True,action,null,action,null
1522,True,True,True,True,True,True,action,null,action,null
1523,True,True,True,True,True,True,action,null,action,null
1524,True,True,True,True,True,True,action,null,action,null
1525,True,True,True,True,True,True,action,null,action,null
1526,True,True,True,True,True,True,action,null,action,null
1527,True,True,True,True,True,True,action,null,action,null
1528,True,True,True,True,True,True,action,null,action,null
1529,True,True,True,True,True,True,action,null,action,null
1530,True,True,True,True,True,True,action,null,action,null
1531,True,True,True,True,True,True,action,null,action,null
1532,True,True,True,True,True,True,action,null,action,null
1533,True,True,True,True,True,True,action,null,action,null
1534,True,True,True,True,True,True,action,null,action,null
1535,True,True,True,True,True,True,action,null,action,null
1536,True,True,True,True,True,True,action,null,action,null
1537,True,True,True,True,True,True,action,null,action,null
1538,True,True,True,True,True,True,action,null,action,null
1539,True,True,True,True,True,True,action,null,action,null
1540,True,True,True,True,True,True,action,null,action,null
1541,True,True,True,True,True,True,action,null,action,null
1542,True,True,True,True,True,True,action,null,action,null
1543,True,True,True,True,True,True,action,null,action,null
1544,True,True,True,True,True,True,action,null,action,null
1545,True,True,True,True,True,True,action,null,action,null
1546,True,True,True,True,True,True,action,null,action,null
1547,True,True,True,True,True,True,action,null,action,null
1548,True,True,True,True,True,True,action,null,action,null
1549,True,True,True,True,True,True,action,null,action,null
1550,True,True,True,True,True,True,action,null,action,null
1551,True,True,True,True,True,True,action,null,action,null
1552,True,True,True,True,True,True,action,null,action,null
1553,True,True,True,True,True,True,action,null,action,null
1554,True,True,True,True,True,True,action,null,action,null
1555,True,True,True,True,True,True,property,boolean,property,boolean
1556,True,True,True,True,True,True,property,boolean,property,boolean
1557,True,True,True,True,True,True,property,boolean,property,boolean
1558,True,True,True,True,True,True,property,boolean,property,boolean
1559,True,True,True,True,True,True,property,boolean,property,boolean
1560,True,True,True,True,True,True,property,boolean,property,boolean
1561,True,True,True,True,True,True,property,boolean,property,boolean
1562,True,True,True,True,True,True,property,boolean,property,boolean
1563,True,True,True,True,True,True,property,boolean,property,boolean
1564,True,True,True,True,True,True,property,boolean,property,boolean
1565,True,True,True,True,True,True,property,integer,property,integer
1566,True,True,True,True,True,True,property,integer,property,integer
1567,True,True,True,True,True,True,property,integer,property,integer
1568,True,True,True,True,True,True,property,integer,property,integer
1569,True,True,True,True,True,True,property,integer,property,integer
1570,True,True,True,True,True,True,action,null,action,null
1571,True,True,True,True,True,True,action,null,action,null
1572,True,True,True,True,True,True,action,null,action,null
1573,True,True,True,True,True,True,action,null,action,null
1574,True,True,True,True,True,True,action,null,action,null
1575,True,True,True,True,True,True,action,null,action,null
1576,True,True,True,True,True,True,action,null,action,null
1577,True,True,True,True,True,True,action,null,action,null
1578,True,True,True,True,True,True,action,null,action,null
1579,True,True,True,True,True,True,action,null,action,null
1580,True,True,True,True,True,True,action,null,action,null
1581,True,True,True,True,True,True,action,null,action,null
1582,True,True,True,True,True,True,action,null,action,null
1583,True,True,True,True,True,True,action,null,action,null
1584,True,True,True,True,True,True,action,null,action,null
1585,True,True,True,True,True,True,action,null,action,null
1586,True,True,True,True,True,True,action,null,action,null
1587,True,True,True,True,True,True,action,null,action,null
1588,True,True,True,True,True,True,action,null,action,null
1589,True,True,True,True,True,True,action,null,action,null
1590,True,True,True,True,True,True,action,null,action,null
1591,True,True,True,True,True,True,action,null,action,null
1592,True,True,True,True,True,True,action,null,action,null
1593,True,True,True,True,True,True,action,null,action,null
1594,True,True,True,True,True,True,action,null,action,null
1595,True,True,True,True,True,True,property,boolean,property,boolean
1596,True,True,True,True,True,True,property,boolean,property,boolean
1597,True,True,True,True,True,True,property,boolean,property,boolean
1598,True,True,True,True,True,True,property,boolean,property,boolean
1599,True,True,True,True,True,True,property,boolean,property,boolean
1600,True,True,True,True,True,True,property,boolean,property,boolean
1601,True,True,True,True,True,True,property,boolean,property,boolean
1602,True,True,True,True,True,True,property,boolean,property,boolean
1603,True,True,True,True,True,True,property,boolean,property,boolean
1604,True,True,True,True,True,True,property,boolean,property,boolean
1605,True,True,True,True,True,True,property,integer,property,integer
1606,True,True,True,True,True,True,property,integer,property,integer
1607,True,True,True,True,True,True,property,integer,property,integer
1608,True,True,True,True,True,True,property,integer,property,integer
1609,True,True,True,True,True,True,property,integer,property,integer
1610,True,True,True,True,True,True,property,boolean,property,boolean
1611,True,True,True,True,True,True,property,boolean,property,boolean
1612,True,True,True,True,True,True,property,boolean,property,boolean
1613,True,True,True,True,True,True,property,boolean,property,boolean
1614,True,True,True,True,True,True,property,boolean,property,boolean
1615,True,True,True,True,True,True,property,boolean,property,boolean
1616,True,True,True,True,True,True,property,boolean,property,boolean
1617,True,True,True,True,True,True,property,boolean,property,boolean
1618,True,True,True,True,True,True,property,boolean,property,boolean
1619,True,True,True,True,True,True,property,boolean,property,boolean
1620,True,True,True,True,True,True,action,null,action,null
1621,True,True,True,True,True,True,action,null,action,null
1622,True,True,True,True,True,True,action,null,action,null
1623,True,True,True,True,True,True,action,null,action,null
1624,True,True,True,True,True,True,action,null,action,null
1625,True,True,True,True,True,True,action,null,action,null
1626,True,True,True,True,True,True,action,null,action,null
1627,True,True,True,True,True,True,action,null,action,null
1628,True,True,True,True,True,True,action,null,action,null
1629,True,True,True,True,True,True,action,null,action,null
1630,True,True,True,True,True,True,action,null,action,null
1631,True,True,True,True,True,True,action,null,action,null
1632,True,True,True,True,True,True,action,null,action,null
1633,True,True,True,True,True,True,action,null,action,null
1634,True,True,True,True,True,True,action,null,action,null
1635,True,True,True,True,True,True,action,null,action,null
1636,True,True,True,True,True,True,action,null,action,null
1637,True,True,True,True,True,True,action,null,action,null
1638,True,True,True,True,True,True,action,null,action,null
1639,True,True,True,True,True,True,action,null,action,null
1640,True,True,True,True,True,True,action,null,action,null
1641,True,True,True,True,True,True,action,null,action,null
1642,True,True,True,True,True,True,action,null,action,null
1643,True,True,True,True,True,True,action,null,action,null
1644,True,True,True,True,True,True,action,null,action,null
1645,True,True,True,True,True,True,property,string,property,string
1646,True,True,True,True,True,True,property,string,property,string
1647,True,True,True,True,True,True,property,string,property,string
1648,True,True,True,True,True,True,property,string,property,string
1649,True,True,True,True,True,True,property,string,property,string
1650,True,True,False,True,False,False,property,integer,property,integer
1651,True,True,False,True,False,False,property,integer,property,integer
1652,True,True,False,True,False,False,property,integer,property,integer
1653,True,True,False,True,False,False,property,integer,property,integer
1654,True,True,False,True,False,False,property,integer,property,integer
1655,True,True,True,True,True,True,action,null,action,null
1656,True,True,True,True,True,True,action,null,action,null
1657,True,True,True,True,True,True,action,null,action,null
1658,True,True,True,True,True,True,action,null,action,null
1659,True,True,True,True,True,True,action,null,action,null
1660,True,True,True,True,True,True,action,null,action,null
1661,True,True,True,True,True,True,action,null,action,null
1662,True,True,True,True,True,True,action,null,action,null
1663,True,True,True,True,True,True,action,null,action,null
1664,True,True,True,True,True,True,action,null,action,null
1665,True,True,True,True,True,True,action,null,action,null
1666,True,True,True,True,True,True,action,null,action,null
1667,True,True,True,True,True,True,action,null,action,null
1668,True,True,True,True,True,True,action,null,action,null
1669,True,True,True,True,True,True,action,null,action,null
1670,True,True,True,True,True,True,action,null,action,null
1671,True,True,True,True,True,True,action,null,action,null
1672,True,True,True,True,True,True,action,null,action,null
1673,True,True,True,True,True,True,action,null,action,null
1674,True,True,True,True,True,True,action,null,action,null
